Rank,Player Name,Team,Position,FPT,CR,PLUS,GP,MIN,ST,PTS,REB,AST,STL,BLK,BA,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,TOV,PF,FD,+/-
2,F. Ntilikina,OLY,G,1.00,8.3,−0.3,1,29,1,9,1,2,2,0,1,4,11,36.4,0,4,0.0,1,1,100.0,0,1,3,3,1,0
3,G. Lavi,MTA,F,1.00,5.9,−0.2,1,8,0,0,1,1,0,0,0,0,1,0.0,0,1,0.0,0,0,0.0,0,1,0,0,0,8
4,O. Diop,EA7,F,1.00,4.7,−0.2,1,3,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0,0,0,-1
5,G. Ricci,EA7,F,1.00,4.9,−0.2,1,9,0,2,1,1,0,0,0,1,2,50.0,0,1,0.0,0,0,0.0,0,1,0,2,0,0
6,K. Diop,BKN,C,1.00,6.2,−0.2,1,4,0,0,0,0,0,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,1,-2
7,N. Nedovic,ASM,G,0.00,7.1,−0.3,1,13,0,3,0,0,0,0,0,1,4,25.0,1,4,25.0,0,0,0.0,0,0,0,1,1,-11
8,J. Ayayi,PBB,G,0.00,7.7,−0.4,1,10,1,0,1,2,1,0,0,0,1,0.0,0,1,0.0,0,0,0.0,0,1,0,3,0,1
9,R. Villar,BKN,G,0.00,4.3,−0.2,1,3,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,-2
10,M. Spagnolo,BKN,G,0.00,7.0,−0.3,1,11,0,2,0,5,0,0,1,1,4,25.0,0,0,0.0,0,0,0.0,0,0,2,1,0,-12
11,J. Dowtin Jr,MTA,G,0.00,12.1,−0.5,1,13,0,2,0,3,1,0,0,1,5,20.0,0,1,0.0,0,0,0.0,0,0,0,2,0,-6
12,J. Marcos,BAR,G,0.00,5.4,−0.2,1,22,0,4,4,1,0,0,0,2,5,40.0,0,2,0.0,0,0,0.0,2,2,2,4,0,2
13,M. Mahmutoglu,FBB,G,0.00,4.0,−0.2,1,4,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,5
14,O. Netzipoglou,OLY,G,0.00,4.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0
15,L. Bolmaro,EA7,G,0.00,8.3,−0.4,1,17,1,4,3,1,0,0,0,2,5,40.0,0,1,0.0,0,0,0.0,2,1,3,2,0,-9
1,Q. Ellis,EA7,G,0.00,6.5,−0.3,1,20,1,4,3,0,0,0,0,1,6,16.7,0,0,0.0,2,2,100.0,1,2,2,2,2,-10
2,N. Mannion,EA7,G,0.00,7.1,−0.3,1,14,0,4,0,0,0,0,0,2,3,66.7,0,0,0.0,0,0,0.0,0,0,1,2,0,-9
3,L. Cavaliere,PBB,F,0.00,4.6,−0.2,1,14,0,2,2,0,0,0,0,1,4,25.0,0,0,0.0,0,0,0.0,2,0,0,1,0,14
4,M. Diakite,BKN,F,0.00,8.5,−0.4,1,15,1,1,3,1,0,2,0,0,1,0.0,0,1,0.0,1,2,50.0,1,2,2,4,1,-4
5,N. Dangubic,DUB,F,0.00,4.0,−0.2,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0
6,J. Jessup,BAY,F,0.00,6.7,−0.3,1,13,0,2,2,2,1,0,1,1,4,25.0,0,1,0.0,0,0,0.0,0,2,0,3,0,1
7,I. Bako,PBB,C,0.00,7.1,−0.3,1,3,0,2,1,0,0,0,0,1,1,100.0,0,0,0.0,0,0,0.0,1,0,0,3,0,1
8,J. Vesely,BAR,C,0.00,10.3,−0.5,1,9,0,2,1,1,0,0,0,1,3,33.3,0,0,0.0,0,0,0.0,0,1,1,1,0,0
9,B. Dunston,EA7,C,0.00,5.2,−0.3,1,7,0,0,1,0,0,0,0,0,1,0.0,0,0,0.0,0,0,0.0,1,0,0,1,1,-3
10,F. Campazzo,RMB,G,-0.90,13.1,−0.7,1,25,0,2,2,6,0,0,0,1,5,20.0,0,2,0.0,0,0,0.0,0,2,6,1,0,-2
11,C. Miller-mcintyre,CZV,G,-0.90,10.7,−0.5,1,31,1,4,2,6,0,0,0,2,8,25.0,0,3,0.0,0,2,0.0,0,2,3,3,1,14
12,R. Beaubois,EFS,G,-0.90,6.6,−0.3,1,9,0,0,0,0,0,0,0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,5
13,X. Rathan-mayes,BAY,G,-0.90,8.6,−0.5,1,15,1,1,2,1,1,0,1,0,5,0.0,0,4,0.0,1,2,50.0,0,2,1,1,3,-8
14,C. Malcolm,HTA,F,-0.90,7.3,−0.4,1,9,0,0,0,0,0,0,0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,-3
15,N. Akele,VIR,F,-0.90,4.5,−0.3,1,2,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0
1,A. Smailagic,VIR,F,-0.90,8.8,−0.4,1,16,1,3,4,0,0,0,0,1,8,12.5,1,5,20.0,0,0,0.0,2,2,0,1,0,9
2,B. Fernando,RMB,C,-0.90,7.4,−0.4,1,5,0,2,2,1,0,0,0,1,1,100.0,0,0,0.0,0,0,0.0,1,1,2,4,0,-1
3,K. Kamenjas,DUB,C,-0.90,6.6,−0.4,1,2,0,0,0,0,0,0,0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,-2
4,J. Puerto,VBC,G,-1.00,6.4,−0.3,1,10,1,0,1,0,0,0,0,0,2,0.0,0,1,0.0,0,0,0.0,0,1,0,0,0,-14
5,L. Walker Iv,MTA,G,-1.00,12.9,−0.6,1,19,1,6,2,1,0,0,0,3,10,30.0,0,5,0.0,0,0,0.0,1,1,3,1,1,-27
6,M. Muurinen,PAR,F,-1.00,6.2,−0.3,1,3,0,0,0,0,0,0,0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,-2
7,A. Pokusevski,PAR,F,-1.00,5.6,−0.3,1,4,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,-2
8,T. Biberovic,FBB,F,-1.00,6.6,−0.4,1,22,0,4,1,1,0,0,0,2,5,40.0,0,3,0.0,0,0,0.0,1,0,0,4,0,-12
9,M. Ndiaye,ASV,C,-1.00,6.7,−0.3,1,25,0,2,3,1,1,0,0,1,4,25.0,0,2,0.0,0,2,0.0,1,2,0,4,1,-9
10,N. Melli,FBB,C,-1.00,8.9,−0.5,1,14,0,3,0,0,2,1,0,1,2,50.0,0,0,0.0,1,2,50.0,0,0,3,4,2,-17
11,P. Kalaitzakis,PAO,F,-1.80,4.0,0.0,1,7,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0,3,0,3
12,R. Smits,EFS,F,-1.80,6.3,−0.4,1,7,0,0,2,1,0,0,0,0,1,0.0,0,1,0.0,0,0,0.0,2,0,1,3,0,-8
13,D. Mccormack,BAY,C,-1.80,8.2,−0.5,1,14,1,0,1,1,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,2,2,0,-5
14,S. Wilbekin,FBB,G,-2.00,9.1,−0.5,1,15,1,7,0,0,0,0,0,3,8,37.5,1,4,25.0,0,0,0.0,0,0,1,4,1,-15
15,B. Taylor,VIR,G,-2.70,8.1,−0.5,1,6,0,0,0,0,0,0,0,0,2,0.0,0,2,0.0,0,0,0.0,0,0,1,0,0,-3
1,T. Armstrong,DUB,G,-2.70,8.8,−0.5,1,6,0,0,0,0,0,0,0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,2,0,0
2,J. Loyd,EFS,G,-2.70,9.5,−0.5,1,18,0,2,0,2,2,0,0,1,10,10.0,0,5,0.0,0,0,0.0,0,0,1,1,2,9
3,T. Ginat,HTA,F,-2.70,7.9,−0.5,1,11,0,4,2,1,0,0,1,2,5,40.0,0,2,0.0,0,0,0.0,0,2,2,4,0,-9
4,U. Garuba,RMB,F,-2.70,6.7,−0.4,1,7,0,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0,2,0.0,0,0,0,3,1,6
5,M. Ngouama,ASV,G,-3.00,5.4,−0.4,1,14,0,1,2,1,1,0,1,0,4,0.0,0,3,0.0,1,2,50.0,0,2,0,3,1,-7
6,K. Hayes,ASM,C,-3.00,6.2,−0.4,1,15,0,4,1,0,0,1,1,2,4,50.0,0,0,0.0,0,0,0.0,0,1,1,5,0,-8
7,D. Kramer,RMB,G,-3.60,7.0,−0.5,1,14,1,0,0,1,0,0,0,0,2,0.0,0,2,0.0,0,0,0.0,0,0,1,2,0,9
8,M. Howard,BKN,G,-4.00,8.2,−0.6,1,12,0,0,0,1,0,0,0,0,5,0.0,0,5,0.0,0,0,0.0,0,0,0,1,1,-5
9,S. Lee,OLY,G,-4.00,7.6,−0.5,1,12,0,0,0,1,0,0,0,0,2,0.0,0,1,0.0,0,0,0.0,0,0,1,2,0,-4
10,D. Sleva,ZAL,F,-4.00,8.1,−0.6,1,14,1,2,1,0,1,0,0,1,4,25.0,0,2,0.0,0,2,0.0,0,1,0,4,1,5
11,Y. Ouattara,PBB,G,-5.40,5.2,−0.5,1,16,0,0,2,1,0,0,0,0,4,0.0,0,3,0.0,0,2,0.0,1,1,3,1,1,3
12,M. Guduric,EA7,G,-6.00,11.2,−0.7,1,20,0,3,2,1,0,0,0,1,5,20.0,0,2,0.0,1,2,50.0,1,1,4,4,1,2
