Rank,Player Name,Team,Position,FPT,CR,PLUS,GP,MIN,ST,PTS,REB,AST,STL,BLK,BA,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,TOV,PF,FD,+/-
2,M. Howard,BKN,G,2.00,8.2,−0.3,1,22,1,12,0,2,0,0,0,4,12,33.3,4,11,36.4,0,0,0.0,0,0,2,4,2,12
3,S. Llull,RMB,G,2.00,5.1,−0.2,1,15,0,5,1,1,0,0,0,2,6,33.3,0,3,0.0,1,1,100.0,0,1,1,1,1,-15
4,V. Marinkovic,PAR,F,2.00,7.1,−0.2,1,9,0,3,0,0,0,0,0,1,2,50.0,1,1,100.0,0,0,0.0,0,0,0,0,0,2
5,U. Garuba,RMB,F,2.00,6.7,−0.3,1,5,0,1,1,0,0,0,0,0,0,0.0,0,0,0.0,1,2,50.0,0,1,0,0,1,-7
6,L. Samanic,BKN,C,2.00,9.3,−0.4,1,18,0,7,2,0,0,0,0,3,7,42.9,1,3,33.3,0,0,0.0,0,2,3,2,2,-15
7,J. Hernangomez,PAO,F,1.10,14.0,−0.6,1,17,1,3,1,0,2,0,1,1,5,20.0,0,2,0.0,1,2,50.0,0,1,1,1,3,1
8,K. Kamenjas,DUB,C,1.10,6.6,−0.3,1,2,0,0,2,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,2,1,0,0,0
9,A. Lakic,PAR,G,1.00,4.0,−0.1,1,7,1,2,0,0,0,0,0,1,2,50.0,0,1,0.0,0,0,0.0,0,0,0,0,0,-10
10,M. Spagnolo,BKN,G,1.00,7.0,−0.3,1,10,0,0,0,2,1,0,0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,-16
11,U. Trifunovic,MTA,F,1.00,6.5,−0.3,1,3,0,2,0,0,0,0,0,1,2,50.0,0,1,0.0,0,0,0.0,0,0,0,0,0,-3
12,D. Davidovac,CZV,F,1.00,4.8,−0.2,1,14,0,0,3,0,0,0,0,0,1,0.0,0,0,0.0,0,0,0.0,2,1,0,1,0,0
13,N. Giffey,BAY,F,1.00,5.5,−0.2,1,13,0,2,2,3,0,0,0,0,5,0.0,0,3,0.0,2,2,100.0,1,1,1,1,1,-6
14,B. Massa,ASV,C,1.00,7.4,−0.3,1,12,0,2,4,0,0,0,0,1,1,100.0,0,0,0.0,0,0,0.0,0,4,2,4,1,-6
15,D. Mccormack,BAY,C,1.00,8.2,−0.4,1,12,0,6,2,0,0,0,0,3,5,60.0,0,0,0.0,0,0,0.0,2,0,1,4,0,-10
1,D. Sirvydis,ZAL,G,0.00,6.4,−0.3,1,7,0,0,1,1,0,0,0,0,2,0.0,0,1,0.0,0,0,0.0,0,1,0,0,0,0
2,T. Tarpey,ASM,G,0.00,4.6,−0.2,1,5,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,-1
3,J. Puerto,VBC,G,0.00,6.4,−0.3,1,19,0,5,2,0,1,0,0,2,9,22.2,0,5,0.0,1,2,50.0,0,2,0,1,1,12
4,O. Radosic,CZV,G,0.00,4.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,-10
5,M. Nowell,BKN,G,0.00,9.1,−0.4,1,14,0,6,1,2,1,0,0,2,5,40.0,1,4,25.0,1,2,50.0,0,1,4,3,1,-25
6,R. Villar,BKN,G,0.00,4.3,−0.2,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0
7,J. Morgan,PBB,F,0.00,7.8,−0.4,1,15,0,2,3,0,1,0,0,1,3,33.3,0,2,0.0,0,0,0.0,1,2,3,1,0,2
8,K. Taylor,VBC,F,0.00,8.4,−0.4,1,22,1,3,0,2,0,0,0,1,6,16.7,1,3,33.3,0,0,0.0,0,0,3,0,3,-8
9,W. Rayman,MTA,F,0.00,4.5,−0.2,1,7,0,0,2,0,0,0,0,0,1,0.0,0,1,0.0,0,0,0.0,2,0,0,1,0,-6
10,S. Ojeleye,CZV,F,0.00,9.6,−0.5,1,15,0,0,2,0,0,0,0,0,2,0.0,0,2,0.0,0,0,0.0,0,2,0,2,2,-10
11,K. Papanikolaou,OLY,F,0.00,7.0,−0.4,1,5,0,0,1,2,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,2,1,0,-6
12,S. Joksimovic,BKN,F,0.00,4.0,−0.2,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0
13,T. Odiase,HTA,C,0.00,7.9,−0.4,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,-2
14,D. Booker,EA7,C,0.00,12.8,−0.6,1,12,0,0,3,1,0,0,0,0,2,0.0,0,0,0.0,0,0,0.0,2,1,1,1,0,0
15,I. Nogues,VBC,G,-0.90,4.6,0.0,1,2,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,1,0,-5
1,K. Kondic,DUB,G,-0.90,5.6,−0.3,1,4,0,0,0,1,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,3,1,-3
2,C. Swider,EFS,F,-0.90,9.7,−0.5,1,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,-7
3,K. Birch,FBB,C,-0.90,6.0,−0.3,1,16,0,2,1,1,0,0,0,1,1,100.0,0,0,0.0,0,0,0.0,0,1,1,4,0,8
4,A. Diarra,VIR,C,-0.90,8.7,−0.5,1,7,0,4,1,0,0,0,0,2,3,66.7,0,0,0.0,0,0,0.0,1,0,1,4,0,8
5,D. Brizuela,BAR,G,-1.00,7.3,−0.4,1,9,0,5,0,1,0,0,1,2,5,40.0,1,2,50.0,0,0,0.0,0,0,1,2,0,-15
6,K. Baldwin,BAY,G,-1.00,7.3,−0.4,1,16,0,6,1,2,0,0,2,2,6,33.3,2,4,50.0,0,0,0.0,0,1,2,3,1,1
7,K. Hayes,ASM,C,-1.00,6.2,−0.4,1,14,0,0,4,0,1,0,0,0,1,0.0,0,0,0.0,0,0,0.0,0,4,1,4,0,-11
8,J. Rivero,CZV,C,-1.00,9.2,−0.5,1,9,1,0,0,0,0,0,0,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,0
9,L. Kratzer,BAY,C,-1.00,4.0,−0.2,1,2,1,0,1,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,0,2,0,0
10,T. Shorts,PAO,G,-1.80,12.3,−0.7,1,11,1,0,0,3,0,0,0,0,4,0.0,0,1,0.0,0,0,0.0,0,0,1,0,0,3
11,N. Sestina,VBC,F,-1.80,5.2,−0.3,1,14,1,3,3,1,0,0,0,1,9,11.1,1,6,16.7,0,0,0.0,2,1,0,1,0,-2
12,N. Dangubic,DUB,F,-1.80,4.0,−0.3,1,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,2,0,2
13,E. Yilmaz,EFS,F,-1.80,4.6,−0.3,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,-7
14,M. Strazel,ASM,G,-2.00,7.4,−0.4,1,22,0,2,1,3,0,0,0,1,5,20.0,0,3,0.0,0,1,0.0,0,1,4,1,2,-5
15,Y. Ouattara,PBB,G,-2.00,5.2,−0.3,1,24,1,5,4,0,1,0,2,1,9,11.1,1,2,50.0,2,2,100.0,0,4,2,2,2,-30
1,D. Washington,PAR,G,-2.00,7.8,−0.5,1,11,1,2,1,1,0,0,0,1,7,14.3,0,2,0.0,0,0,0.0,0,1,0,0,0,-15
2,J. Marcos,BAR,G,-2.00,5.4,−0.3,1,4,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,-6
3,A. Feliz,RMB,G,-2.00,6.7,−0.4,1,21,1,4,1,0,0,0,1,2,4,50.0,0,1,0.0,0,0,0.0,1,0,2,2,0,-11
4,A. Traore,ASV,F,-2.00,7.1,−0.4,1,3,0,0,0,0,0,0,0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,1,0,0
5,O. Da Silva,BAY,F,-2.00,5.9,−0.3,1,2,0,0,0,0,0,0,0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,2,1,-4
6,M. Grigonis,PAO,G,-2.70,6.8,−0.5,1,8,0,0,0,1,0,0,0,0,2,0.0,0,2,0.0,0,0,0.0,0,0,0,3,1,8
7,V. Cancar,EA7,F,-2.70,9.8,−0.6,1,5,0,0,0,0,0,0,0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0
8,S. Miljenovic,CZV,G,-3.00,4.2,−0.3,1,8,0,0,0,2,0,0,0,0,2,0.0,0,1,0.0,0,0,0.0,0,0,1,2,0,0
9,A. Obst,BAY,G,-3.00,8.3,−0.4,1,21,0,0,2,0,0,0,0,0,4,0.0,0,4,0.0,0,0,0.0,0,2,1,1,1,-6
10,M. Cale,BAR,F,-3.00,6.8,−0.5,1,16,0,0,0,0,0,0,1,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,-21
11,S. Hazer,EFS,G,-3.60,5.3,−0.4,1,8,0,0,4,0,1,0,1,0,3,0.0,0,2,0.0,0,0,0.0,2,2,4,1,0,-1
12,N. Sako,VBC,C,-3.60,9.1,−0.6,1,6,0,0,2,0,1,0,0,0,3,0.0,0,0,0.0,0,0,0.0,1,1,1,3,0,-6
13,S. Herrera,PBB,G,-4.00,4.4,−0.4,1,18,1,2,0,0,2,0,0,0,6,0.0,0,5,0.0,2,2,100.0,0,0,1,2,1,-5
14,I. Bako,PBB,C,-4.00,7.1,−0.5,1,10,0,0,2,0,0,0,0,0,0,0.0,0,0,0.0,0,2,0.0,1,1,2,3,1,-19
15,O. Bitim,FBB,F,-4.50,5.5,−0.5,1,11,0,0,0,2,0,0,0,0,3,0.0,0,2,0.0,0,0,0.0,0,0,0,4,0,2
1,M. Ajinca,ASV,F,-6.00,4.7,−0.5,1,17,1,2,1,0,0,0,0,1,7,14.3,0,2,0.0,0,0,0.0,0,1,2,1,0,-11
2,K. Prepelic,DUB,G,-6.30,7.2,−0.6,1,8,0,0,0,0,0,0,0,0,4,0.0,0,3,0.0,0,0,0.0,0,0,1,2,0,1
