Rank,Player Name,Team,Position,FPT,CR,PLUS,GP,MIN,ST,PTS,REB,AST,STL,BLK,BA,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,TOV,PF,FD,+/-
2,J. Clark Iii,MTA,G,2.00,8.0,−0.3,1,10,0,4,0,2,1,1,0,2,5,40.0,0,2,0.0,0,1,0.0,0,0,1,2,1,-6
3,T. Blatt,MTA,G,2.00,8.4,−0.3,1,17,1,3,1,3,0,0,0,1,5,20.0,1,5,20.0,0,0,0.0,0,1,2,1,2,5
4,J. Dibartolomeo,MTA,G,2.00,5.6,−0.2,1,9,0,3,0,1,0,0,0,1,2,50.0,1,2,50.0,0,0,0.0,0,0,0,1,0,2
5,S. Keita,BAR,C,2.00,4.0,−0.1,1,4,1,2,2,0,0,0,0,1,1,100.0,0,0,0.0,0,0,0.0,1,1,1,1,0,-6
6,M. Santos,MTA,C,2.00,7.3,−0.3,1,17,0,7,2,0,0,0,0,3,4,75.0,0,1,0.0,1,1,100.0,0,2,3,5,2,-2
7,V. Toliopoulos,PAO,G,1.10,6.8,−0.3,1,4,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0,0,0,1
8,D. Alston Jr.,VIR,F,1.10,8.7,−0.4,1,17,1,0,0,2,1,0,0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,2,1,2
9,K. Kamenjas,DUB,C,1.10,6.6,−0.3,1,5,0,0,4,0,0,0,0,0,1,0.0,0,0,0.0,0,0,0.0,1,3,0,2,0,-6
10,B. Dunston,EA7,C,1.10,5.2,−0.2,1,13,0,0,2,0,0,2,0,0,1,0.0,0,0,0.0,0,0,0.0,1,1,0,2,0,-1
11,O. Moore,VBC,G,1.00,11.2,−0.5,1,19,1,2,2,1,0,0,0,0,3,0.0,0,1,0.0,2,2,100.0,2,0,2,1,2,-20
12,J. Montero,VBC,G,1.00,11.1,−0.5,1,11,0,4,3,1,0,0,0,1,6,16.7,0,2,0.0,2,2,100.0,2,1,2,2,2,-2
13,M. Ngouama,ASV,G,1.00,5.4,−0.2,1,12,0,3,1,1,1,0,0,1,4,25.0,1,3,33.3,0,0,0.0,1,0,0,2,0,-5
14,U. Garuba,RMB,F,1.00,6.7,−0.3,1,10,0,2,3,0,0,0,0,1,1,100.0,0,0,0.0,0,0,0.0,1,2,2,3,1,-15
15,M. Cale,BAR,F,1.00,6.8,−0.3,1,21,0,0,3,1,0,0,0,0,2,0.0,0,2,0.0,0,0,0.0,0,3,0,2,1,13
1,L. Birutis,ZAL,C,1.00,7.0,−0.3,1,10,0,1,3,0,0,0,0,0,2,0.0,0,0,0.0,1,2,50.0,3,0,0,1,1,-6
2,I. Cordinier,EFS,G,0.00,10.7,−0.5,1,28,1,5,1,2,1,0,0,2,6,33.3,0,0,0.0,1,2,50.0,0,1,1,4,1,-3
3,G. Palatin,HTA,G,0.00,4.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0
4,T. Armstrong,DUB,G,0.00,8.8,−0.4,1,6,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0,1,0,-7
5,M. Rubstavicius,ZAL,G,0.00,6.6,−0.3,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,3
6,S. Joksimovic,BKN,F,0.00,4.0,0.0,1,3,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,-4
7,L. Cavaliere,PBB,F,0.00,4.6,−0.2,1,6,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,-3
8,O. Bitim,FBB,F,0.00,5.5,−0.3,1,12,0,2,2,0,1,0,0,1,2,50.0,0,1,0.0,0,0,0.0,0,2,0,5,1,6
9,O. Da Silva,BAY,F,0.00,5.9,−0.3,1,9,0,0,1,0,0,0,0,0,1,0.0,0,0,0.0,0,0,0.0,1,0,0,0,0,2
10,W. Tavares,RMB,C,0.00,14.4,−0.7,1,20,1,2,3,0,0,2,0,1,2,50.0,0,0,0.0,0,0,0.0,1,2,2,4,0,0
11,I. Bako,PBB,C,0.00,7.1,−0.3,1,5,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,-3
12,K. Birch,FBB,C,0.00,6.0,−0.3,1,17,1,0,5,1,0,0,1,0,1,0.0,0,0,0.0,0,0,0.0,0,5,1,3,0,15
13,G. Larentzakis,OLY,G,-0.90,4.5,−0.2,1,5,0,0,1,1,0,0,0,0,1,0.0,0,1,0.0,0,0,0.0,0,1,1,1,0,-3
14,S. Hazer,EFS,G,-1.00,5.3,−0.3,1,2,0,0,0,0,0,0,0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,3
15,R. Villar,BKN,G,-1.00,4.3,−0.2,1,3,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,-7
1,S. Herrera,PBB,G,-1.00,4.4,−0.2,1,16,0,3,3,0,0,0,0,1,6,16.7,0,5,0.0,1,2,50.0,1,2,0,3,2,-7
2,C. Swider,EFS,F,-1.00,9.7,−0.5,1,12,0,3,1,0,0,0,1,1,4,25.0,1,3,33.3,0,0,0.0,0,1,0,1,0,-23
3,M. Ajinca,ASV,F,-1.00,4.7,−0.3,1,16,1,5,1,1,0,0,0,1,5,20.0,1,3,33.3,2,3,66.7,0,1,1,3,1,9
4,M. Diakite,BKN,F,-1.00,8.5,−0.4,1,7,1,0,2,0,1,0,1,0,2,0.0,0,1,0.0,0,0,0.0,2,0,1,1,1,-9
5,D. Sleva,ZAL,F,-1.00,8.1,−0.4,1,8,1,3,1,0,0,1,0,1,3,33.3,1,3,33.3,0,0,0.0,1,0,1,3,0,-3
6,I. Brazdeikis,ZAL,F,-1.00,6.9,−0.4,1,4,0,2,2,0,0,0,1,0,4,0.0,0,1,0.0,2,2,100.0,2,0,0,1,1,3
7,W. Rayman,MTA,F,-1.00,4.5,−0.2,1,2,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0,2,0,-5
8,L. Kratzer,BAY,C,-1.00,4.0,0.0,1,8,1,0,2,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,2,0,3,0,-8
9,Y. Dos Santos,CZV,G,-1.80,6.3,−0.4,1,13,0,1,1,1,1,0,0,0,1,0.0,0,0,0.0,1,2,50.0,0,1,1,4,1,0
10,B. Taylor,VIR,G,-1.80,8.1,−0.4,1,7,1,0,0,2,0,0,0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,1,2,0,2
11,A. Brooks,EA7,G,-1.80,7.0,−0.4,1,6,0,0,1,0,0,0,0,0,3,0.0,0,1,0.0,0,0,0.0,0,1,0,0,0,-11
12,N. Rogkavopoulos,PAO,F,-1.80,7.0,−0.4,1,2,0,0,0,0,0,0,0,0,2,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,5
13,I. Wainright,HTA,F,-1.80,8.2,−0.5,1,19,1,2,3,1,0,0,0,1,6,16.7,0,5,0.0,0,0,0.0,2,1,0,3,0,3
14,A. Atamna,ASV,G,-2.00,4.0,0.0,1,4,0,0,0,0,0,0,0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,1,0,0,-2
15,E. Ulanovas,ZAL,F,-2.00,8.0,−0.4,1,23,1,0,3,0,0,0,0,0,5,0.0,0,1,0.0,0,0,0.0,1,2,0,2,2,-15
1,D. Hackett,VIR,G,-2.70,5.8,−0.4,1,12,0,0,0,0,1,0,0,0,2,0.0,0,1,0.0,0,0,0.0,0,0,1,1,0,-2
2,A. Peters,OLY,F,-2.70,9.1,−0.5,1,10,0,2,0,0,0,0,0,1,2,50.0,0,0,0.0,0,0,0.0,0,0,2,2,0,-10
3,X. Rathan-mayes,BAY,G,-3.00,8.6,−0.5,1,14,1,0,2,1,1,0,0,0,7,0.0,0,5,0.0,0,0,0.0,0,2,1,1,2,-13
4,G. Deck,RMB,F,-3.00,10.2,−0.6,1,11,1,2,1,0,0,0,0,1,3,33.3,0,1,0.0,0,0,0.0,0,1,1,3,0,0
5,N. Sako,VBC,C,-3.00,9.1,−0.5,1,18,0,3,6,1,0,1,2,0,8,0.0,0,0,0.0,3,6,50.0,5,1,1,4,4,-2
6,W. Hernangomez,BAR,C,-3.00,12.5,−0.7,1,13,0,2,4,0,0,1,2,1,8,12.5,0,0,0.0,0,0,0.0,2,2,0,3,2,-6
7,K. Nunn,PAO,G,-3.60,15.7,−0.9,1,16,1,4,0,2,0,0,0,2,6,33.3,0,1,0.0,0,0,0.0,0,0,4,3,1,4
8,J. Anderson,DUB,F,-3.60,6.4,−0.4,1,15,0,0,1,0,0,1,0,0,3,0.0,0,2,0.0,0,0,0.0,1,0,2,1,0,13
9,K. Punter,BAR,G,-5.00,13.2,−0.8,1,22,1,2,0,1,0,0,1,0,6,0.0,0,2,0.0,2,2,100.0,0,0,2,1,2,-13
10,J. Hollatz,BAY,G,-5.00,4.6,−0.4,1,17,0,0,2,1,0,0,1,0,4,0.0,0,0,0.0,0,0,0.0,1,1,1,2,0,-15
11,M. Morgan,VIR,G,-5.40,7.7,−0.6,1,14,0,3,1,2,0,0,1,1,5,20.0,0,4,0.0,1,1,100.0,0,1,3,4,0,2
12,D. Sirvydis,ZAL,G,-6.00,6.4,−0.5,1,7,0,0,0,0,0,0,1,0,2,0.0,0,2,0.0,0,0,0.0,0,0,1,2,0,6
